customer_id,name,email,location
491,Janet Cox,cynthia84@martin.com,Delhi
492,Amanda King,kimberlydoyle@anderson-villa.com,Pune
493,Jenna Nguyen,samuel96@yahoo.com,Bangalore
494,Jessica Bishop,echaney@gmail.com,Kolkata
495,Jose Ferrell,kimjennifer@gmail.com,Pune
496,Victor Logan,carolyn97@hotmail.com,Delhi
497,Diane Young,jamesray@kelly.info,Pune
498,Jeremy Patterson,leonking@yahoo.com,Bangalore
499,Robert Crawford,chunt@guerra-beck.biz,Delhi
500,Diana Ramirez,hreyes@yahoo.com,Hyderabad
